3. P. Садыйкова
3. Мөхәммәтҗанова
3. С. Никоро
3. Хөснияр
3.3. Рәмиев
3.X. Сергеева
?.Ш. Юсупова
A. A. Andrejef
A. A. Dernova-Jarmolenko
A. A. Gorǝinof
A. A. Izmalkof
A. A. Kapitonof
A. A. Nurinof
A. A. Orlof
A. A. Polovinkin
A. A. Saxarof
A. A. Sьjganof
A. A. Zubrilin
A. Abramof
A. Afinogenof
A. Alekseef
A. Aliş
A. Aljakrinski
A. Andrejef
A. Azizan
A. B. Fidotof
A. B. Kalganova
A. B. Rabinovic
A. Barmin
A. Barto
A. Bilitser
A. Bilof
A. Birgir
A. Bluk
A. Branzburg
A. Cexof
A. Cixof
A. D. Kulişof
A. D. Sal'nikof
A. Denisof
A. Dinis'jef
A. Duşin
A. Dəylətşin
A. Dәylәt
A. E. KOROL'KOF
A. E. Korol'kof
A. E. Korol`kof
A. F. Agapof
A. F. Demidovic
A. F. Semenof
A. F. Sokolof
A. F. ZURAVSKI
A. F. Şevtsof
A. Fadeef
A. Fadejef
A. Fadief
A. Faiz
A. Fidotof
A. G. Zlatkovskaja
A. GAJDAR
A. Gajdar
A. Gambarьf
A. Garusof
A. Gol'dfil'd
A. Golubeva
A. Greben
A. I. Bizьjminski
A. I. Dobroxotof
A. I. Gangrdt
A. I. Mikojan
A. I. Milovanof
A. I. Pitrof
A. I. Ul'janova
A. I. Voroncovskaja
A. ISAJЬF
A. Ivlef
A. Ja. Vьjşinski
A. Ja. Şapiro
A. Je. Korol'kof
A. Jonsen
A. Jusipof
A. K. LEPA
A. K. Lepa
A. K. Strievski
A. KARPINSKI
A. Karoti
A. Karpinski
A. Kirznits
A. Kiseljof
A. Korol'kof
A. Krivonosof
A. Kron
A. Kuckin
A. Kuleşof
A. Kygler
A. L.
A. L. Pavlof
A. L. Skomoroxof
A. Laptef
A. Lebedenko
A. Leontjef
A. Linnik
A. M. Bezboƶnьj
A. M. Diomidof
A. M. Gor'ki
A. M. Ijerusalimski
A. M. Laktionof
A. M. Rumәnsef
A. M. Низамов
A. M. Әминов
A. Mal'şinski
A. Martьjnof
A. Medvedef
A. N. Baskakof
A. N. Elionski
A. N. Grigurijef
A. N. Kabanof
A. N. Ostrovski
A. N. Pisotski
A. N. Şilomof
A. Nikol'ski
A. Nusenbaum
A. Oborin
A. Orlof
A. Osipof
A. Ozerof
A. P. CIXOF
A. P. Cexof
A. P. Demkin
A. P. Jurmaliat
A. P. Kiseljof
A. P. Kuvşinof
A. P. Red'kin
A. P. Redkin
A. P. Vətkin
A. P. Vәtkin
A. Pcelko
A. Pogosof
A. Qara-Qort
A. Rassadnikof
A. Rodin
A. Rolofs
A. S. Barkof
A. S. Birlənd
A. S. Bubnof
A. S. Insarof
A. S. KONOVALOF
A. S. Lazaref
A. S. Neverof
A. S. Novikof-Priboj
A. S. PCELKO
A. S. Pcelko
A. S. Puşkin
A. S. Serafimovic
A. S. Xrennikof
A. Savcinko-Bilski
A. Serafimovic
A. Sixon
A. Skomoroxof
A. Smertina
A. Stasil'ko
A. Strikalof
A. Sukanof
A. Tandit
A. Tataru
A. Urazof
A. Usmanof
A. V. Bilitar
A. V. Bilitser
A. V. Fol'ts
A. V. Jatsintkovski
A. V. Lukin
A. V. Morkovin
A. V. Ozerof
A. V. Perijşkin
A. V. Perujşkin
A. V. Peryshkin
A. V. Perьjşkin
A. V. Trunof
A. V. Umnof
A. V. Vasilief
A. V. Şestakof
A. Vasiljef
A. Vladimirski
A. Voliani
A. Vujşinski
A. Vvedenski
A. Xabinski
A. Xavin
A. Xovanskaja
A. Z. Baxireva
A. Z. Karakovski
A. Zarubin
A. Zirnof
A. Zmeul
A. Zubrilin
A. Şamof
A. Şamoj
A. Şapovalof
A. Şirəmof
A. Şnejderman
A. Әxmәt
A. Әхмәт
A.H. Темников
A.I. Fedotof
A.P. Cexof
A.S. Azamat
A.S. Puşkin
AJDAŞEF F. (NƏÇMI)
Abdrşin
Abdul Әxmәt
Abdulla Tuqaj
Adam Şarrer
Adi Kildebәk
Afzal Tahirof
Afzal Tahirьf
Afzal Şamof
Afzalьf, F.
Agnes Smedli
Al'bert Ris Villjams
Aleksandr Avdejenko
Aleksandr Dejc
Aleksandr Kornejcuk
Aleksej Tolstoj
Ali Karnaj
Aliksandor Fiodrovic Nivirof
Aliksandr CƏCİKOF
Aliksi Tolstoj
Almajьf, J.
Alpar, G.
Alsu Tälgat kızı Märdanova
Amfiteatrof F. Z.
Andi Weyr
Andy Weir
Anna Grinbirg
Anna Karavajeva
Anri
Anri Barbys
Aptul Əxmitef
Areslan Ulandragu
Arto Moisio
Arxangelski
Asia Idrisova
Asiyə Rəximova
Axiar Alanski
B. A. KRIL
B. A. Koptef
B. A. Kril
B. A. Paganytsi
B. A. Vorontsof-Vel'jaminof
B. A. Ƶdanof
B. Abdyk
B. D. Kuleşof
B. E. Bel'ski
B. G. Andreef
B. Gorelik
B. I. Cirfas
B. Ja. Krivoşlьjk
B. Jafarof
B. K. Malikof
B. Kaşcinko
B. L'uof
B. L'vof
B. LEONTJEF
B. Leonardof
B. Levitan
B. Lunkijevic
B. M. Mөzәlivski
B. M. Şmilef
B. Majbirg
B. Makarof
B. Mansurof
B. Miftaxof
B. Ol'xovьj
B. P. Karol
B. P. Karol'
B. P. Volkopəlof
B. Pokrovski
B. Ponomaref
B. Reznikof
B. S. Bikkenin
B. S. Solovjof
B. V. Jermolajef
B. V. Vsesvətski
B. V. Vsesvәtski
B. Verxovskoj
B. Volin
B. Zitkof
B. Çəfərof
B.A. Максимов
B.C. Овчинников
Bagautdinov, X. A.
Bajan, N.
Bajcura, Ә.
Bajtukal
Bakir
Bakirof, G.
Barьj Dəmin
Berngard Kellerman
Bezborodof Sergej Konstantinovic
Biglof
Bikçəntəjef
Bogar
Bojarski
Bonьc-Brujьvic
Boris Zitkof
Brozinski
Bulat
Burnaş, F.
Bəjan Gərəj
Bəxtiarof
Bəşəref
Bәdigof, X.
Bәdigullin
C. Xmelevski
C. Ю. Измайлова
C.A. Сергеев
Cerri Kirton
Clarif Jəlief
Clarif Omar
Cnəkəj
Conkadze D.
Cәгыйть Җәләл
Cөнгатуллина Алия Рафаэлевна
D. Appakova
D. Dƶermanetto
D. Furmanof
D. Fətxi
D. Galanin
D. Gorbovski
D. I. Polozof
D. I. Sofronof
D. Kats
D. Klark
D. L. VOLKOVSKI
D. L. Volkovski
D. Lebedef
D. Lenedef
D. Lәjkin
D. M. Mozarovski
D. Mamin-Sibirәk
D. Manuilski
D. Marcenko
D. N. Mamin-Sibirәk
D. S. Safin
D. Safin
D. Tatief
D. Uşakof
D. V. Mendzeritskaja
D. X.
D. Z. Manuil ski
D. Ştәrinberg
D. Şvitsir
D. Şvugerman
D. Şvəjtser
D. Ərdə
D. Әrdә
D.KRASILNIKOF.
DM. FURMANOF
Danbulatof
Daniel Defo
Daniya F. Zagidullina
Daubt Jultbj
Defo
Dian Fәtxi
Dimian Fәtxi
Dimianof, Ja.
Dimjan Bidnьj
Dimjan Fətxi
Dimjan Fәtxi
Din Maas
Dogadkina
Drapkina
Dul'ski, P. M.
Dzek London
Dzonatan Svift
Dƶems Şul'ts
Dərdmənd
Dəylətşin Jarulla
E. A. Bolotin
E. Burdƶalof
E. D. Kiryşin
E. E. Auzin
E. I. Kolisnikof
E. K. Dejxman
E. M. Fejerman
E. M. Gajlis
E. M. Lepski
E. M. Simxes
E. Mixajlova
E. N. Zaostrovskaja
E. Raspe
E. Verejskaja
E. Vinkel
E. Zajmovskaja
E. Şapirovski
E. Əvinbax
Edward Hughes
Edward P. Turnerelli
Ejrix
Em. Jaroslavski
Enba
Epton Sinkler
Ermoşin
F. A. Mixajlof
F. Anderson
F. Balandin
F. Basьjr
F. Burnaş
F. Davьdof
F. Davьjdof
F. Engels
F. F. Skopensof
F. Fedotof
F. Fəjzullin
F. G. Mөxәmmədjarof
F. Gaaz
F. Gladkof
F. Gromof
F. I. Karneef
F. Isxaqьf
F. Jusupof
F. Jusupьf
F. Kolobaşkin
F. Kon
F. Korolef
F. Kyli
F. Kərim
F. M. Mixajlof
F. Mitrofanof
F. Mobarəkşin
F. N. Blexer
F. N. Oleşcuk
F. Ojimal
F. P. Koşiljof
F. P. Popov
F. Piril'man
F. Popof
F. R. Okişef
F. Sajfi
F. Səjfi-Qazanlı
F. Sәjfi-Qazanlь
F. T. Alpatof
F. T. Kyli
F. Uvarof
F. X. Abulxanof
F. X. Əbelxanof
F. Xosni
F. Xuçı
F. Xəkim
F. Xəsəni
F. Yu. Yusupov
F. Çәlal
F. Çәlәl
F. Şabad
F. Şojef
F. Əmirxan
F. Əngel's
F. Əsƣət
F. Əxmitof
F. Әxmәdef
F.S. Sayfulina
F.Yu. Yusupov
Fanni Diken
Farit Z. Yakhin
Fatbjx Xesni
Fatix Kərim
Fatix Säyfi
Fatix Səjfi (Qazannь)
Fatix Səjfi-Qazannь
Fatix Əbelxanьf
Fatix Əmirxan
Fatyjx Əmirxan
Fatьjx Kərim
Fatьjx Kәrim
Fatьjx Səjfi-Qazanlı
Fatьjx Sәjfi-Qazanlь
Fatьjx Xosni
Fatьjx Xəsni
Fatьjx Xөsni
Fazlullin
Feliks Kon
Fenüze Nuriyeva
Fidosief
Fidotof
Filip K. Dik
Fjodor Gladkof
Flera Seyfulina
Fr. ƏNGELS
Frits Gekkert
Fuat Ganiyev
Fätxi Burnaş
Fəjzi
Fəjzi Davujdof
Fətxi Burnaş
Fəxrief
Fәtxi Burnaş
G. A. Solonovic
G. A. Stal'kof
G. A. Stalkof
G. A. Zubaref
G. Ajdarski
G. Alparof
G. Arsenjef
G. Bajdukof
G. Bakirof
G. Bikmullin
G. Bilajef
G. Bıkqul
G. D. Il'in
G. Demin
G. Den Hertog
G. Distanof
G. Dobrƶinski
G. Dəvlət
G. Dəylət
G. Dәminof
G. Enikief
G. F. Gelovani
G. Fəxri
G. G. Bajcurin
G. G. Xitenkof
G. Garif
G. Gastef
G. Grinko
G. Gurin
G. Gəli
G. Gɵbəjdi
G. Gәlief
G. Gөbəj
G. Haşim
G. I. Faleef
G. I. Falejef
G. I. Falejeff
G. I. Falejev
G. I. Ivanof
G. Ibrahimof
G. Iljas
G. Iljasef
G. Iljasьf
G. Jljas
G. K. Mak-Nәjl
G. Kamal
G. Krovitski
G. Lotfi
G. Ləpin
G. M. Mөxәmmәtçanof
G. M. Zil'ber
G. Madьjgulof
G. Mineski
G. Mixil'son
G. Məsgut
G. Məylyd
G. Mәylyd
G. Mөxәmitşin
G. Mөxәmmәtşin
